Reported_Date,City,is_newyork,Population,Data Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
3/15/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,7,0,0.06,24.69,68.88,22.29,74.51,20.94,77.41
3/16/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',83,19,0.7,0.16,25.03,65.33,22.95,72.39,21.22,76.27
3/17/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',11,20,0.09,0.17,23.35,73.12,23.4,70.9,21.59,74.92
3/18/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',58,26,0.49,0.22,23.56,73.72,23.5,70.99,21.84,74.08
3/19/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',45,31,0.38,0.26,24.5,76.75,23.64,70.91,22.13,73.29
3/20/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',47,37,0.4,0.31,23.37,77.12,23.91,71.66,22.46,73.14
3/21/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,35,0,0.29,20.91,78.42,24.02,72.26,22.7,73.22
3/22/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,35,0,0.29,20.75,72.71,23.63,73.33,22.76,73.8
3/23/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,23,0,0.19,20.67,67.25,23.07,73.88,22.81,73.84
3/24/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,21,0,0.18,20.03,71.58,22.44,74.16,22.85,72.75
3/25/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',416,73,3.5,0.62,20.02,70.92,21.97,73.94,22.73,72.46
3/26/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',177,91,1.49,0.77,19.68,68.67,21.46,73.54,22.55,72.36
3/27/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',145,105,1.22,0.88,20.33,68.17,20.78,72.38,22.36,71.98
3/28/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,105,0,0.88,21.92,72.96,20.34,71.1,22.21,71.77
3/29/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',0,105,0,0.88,22.58,76.5,20.49,70.32,22.16,71.77
3/30/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',189,132,1.59,1.11,22.1,75.54,20.75,70.86,22.09,72.14
3/31/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',652,226,5.49,1.9,21.62,76.83,20.95,72.05,21.92,72.58
4/1/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',533,242,4.49,2.04,21.62,75.96,21.18,72.8,21.69,73.35
4/2/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',397,274,3.34,2.31,23.92,70.54,21.41,73.52,21.58,73.54
4/3/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',387,308,3.26,2.59,23.45,66.5,22.01,73.79,21.6,73.33
4/4/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',294,350,2.48,2.95,19.98,67,22.46,73.55,21.53,72.64
4/5/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',116,367,0.98,3.09,20.33,70.92,22.18,72.7,21.31,71.97
4/6/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',142,360,1.2,3.03,22.43,68.92,21.86,71.9,21.27,71.47
4/7/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',504,339,4.25,2.86,21.2,78.75,21.91,70.95,21.38,71.22
4/8/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',689,361,5.8,3.04,18.4,84.52,21.85,71.23,21.41,71.98
4/9/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',530,380,4.47,3.2,17.76,69.58,21.39,72.45,21.31,72.85
4/10/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',505,397,4.25,3.34,17.95,69.92,20.51,72.31,21.15,72.76
4/11/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',149,376,1.26,3.17,18.25,73.04,19.72,72.8,21.04,72.84
4/12/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',221,391,1.86,3.29,18.82,72.08,19.47,73.66,20.9,73.17
4/13/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',66,381,0.56,3.21,18.96,72.67,19.26,73.83,20.69,73.11
4/14/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',287,350,2.42,2.95,19.79,77.54,18.76,74.37,20.45,72.85
4/15/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1059,402,8.92,3.39,20.71,69.62,18.56,74.19,20.3,72.98
4/16/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',144,347,1.21,2.92,20,73.42,18.89,72.06,20.24,72.5
4/17/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',836,395,7.04,3.33,18.13,78.38,19.21,72.61,20.13,72.33
4/18/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',684,471,5.76,3.97,18,78.04,19.24,73.82,19.74,72.86
4/19/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',240,474,2.02,3.99,18.87,73.96,19.2,74.54,19.38,73.63
4/20/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',147,485,1.24,4.09,19.18,73.88,19.21,74.8,19.31,74.09
4/21/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',527,520,4.44,4.38,19.17,74.29,19.24,74.98,19.23,74.29
4/22/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',349,418,2.94,3.52,18.86,76,19.15,74.51,19.01,74.65
4/23/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',534,474,4.5,3.99,19.26,75.96,18.89,75.42,18.86,74.46
4/24/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',575,437,4.84,3.68,20.31,74.08,18.78,75.79,18.91,73.89
4/25/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1298,524,10.94,4.41,21.17,67.29,19.09,75.17,19.08,74.19
4/26/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',415,549,3.5,4.63,20.89,58.62,19.55,73.64,19.3,74.02
4/27/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',476,596,4.01,5.02,19.53,73.33,19.83,71.45,19.47,73.06
4/28/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1408,722,11.86,6.08,20,67.25,19.88,71.37,19.52,73.14
4/29/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1241,850,10.46,7.16,20.1,65.21,20,70.36,19.59,72.78
4/30/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1511,989,12.73,8.33,20.64,62.46,20.18,68.82,19.61,71.96
5/1/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',938,1041,7.9,8.77,20.29,70.24,20.38,66.89,19.61,71.48
5/2/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',407,914,3.43,7.7,20.26,75.58,20.37,66.34,19.63,71.27
5/3/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',328,901,2.76,7.59,17.45,70.08,20.24,67.53,19.77,71.08
5/4/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',251,869,2.11,7.32,17.3,71.75,19.75,69.16,19.73,70.55
5/5/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1067,820,8.99,6.91,19.02,65.83,19.43,68.94,19.63,70.4
5/6/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2047,936,17.25,7.89,19.8,60.79,19.29,68.74,19.62,69.86
5/7/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1086,875,9.15,7.37,14.6,85.21,19.25,68.1,19.66,68.96
5/8/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1094,897,9.22,7.56,15.21,78.75,18.39,71.35,19.37,69.58
5/9/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1420,1042,11.96,8.78,16.8,70.12,17.66,72.57,19.1,69.76
5/10/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',520,1069,4.38,9.01,17.19,68.5,17.17,71.79,18.87,69.5
5/11/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',464,1100,3.91,9.27,18.03,59.25,17.13,71.56,18.61,69.58
5/12/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',911,1077,7.68,9.07,18.86,61.21,17.24,69.78,18.41,69.62
5/13/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1720,1031,14.49,8.69,19.18,61.42,17.21,69.12,18.37,68.82
5/14/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1471,1086,12.39,9.15,18.67,73.79,17.12,69.21,18.32,68.43
5/15/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2119,1232,17.85,10.38,15.8,85.33,17.71,67.58,18.22,69
5/16/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1437,1235,12.11,10.4,17.66,73.04,17.79,68.52,17.9,70.52
5/17/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',502,1232,4.23,10.38,16.73,74.72,17.91,68.93,17.72,70.71
5/18/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',257,1202,2.17,10.13,16.7,78.54,17.85,69.82,17.49,70.65
5/19/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1452,1280,12.23,10.78,18.19,76.12,17.66,72.58,17.44,71.22
5/20/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1826,1295,15.38,10.91,19.32,73.38,17.56,74.71,17.5,71.51
5/21/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1985,1368,16.72,11.53,19.5,70.17,17.58,76.42,17.52,72.01
5/22/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1522,1283,12.82,10.81,20.75,59.33,17.7,75.9,17.5,72.64
5/23/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1914,1351,16.13,11.38,20.5,72,18.41,72.19,17.91,70.91
5/24/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',640,1371,5.39,11.55,13.83,70.96,18.81,72.04,18.26,70.46
5/25/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',677,1431,5.7,12.06,14.62,61.79,18.4,71.5,18.06,70.52
5/26/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1350,1416,11.37,11.93,14.63,53.42,18.1,69.11,17.89,70.07
5/27/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1710,1400,14.41,11.79,14.42,56.88,17.59,65.86,17.66,69.68
5/28/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3455,1610,29.11,13.56,13.83,69.83,16.89,63.51,17.37,69.39
5/29/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3022,1824,25.46,15.37,15.59,71.5,16.08,63.46,17.01,69.95
5/30/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2878,1962,24.25,16.53,17.19,67.08,15.35,65.2,16.8,69.8
5/31/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1512,2086,12.74,17.57,17.46,55.71,14.87,64.49,16.9,68.58
6/1/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',995,2132,8.38,17.96,18.27,55.79,15.39,62.32,16.88,67.43
6/2/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3317,2413,27.95,20.33,16.71,84.38,15.91,61.46,16.99,66.17
6/3/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2334,2502,19.66,21.08,17.37,81.46,16.21,65.88,16.99,66.56
6/4/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2570,2375,21.65,20.01,18.24,81.42,16.63,69.39,16.93,66.91
6/5/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2106,2245,17.74,18.91,19.08,85.71,17.26,71.05,16.86,67.45
6/6/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2408,2177,20.29,18.34,20.31,75.21,17.76,73.08,16.83,68.48
6/7/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',935,2095,7.88,17.65,20.22,77.76,18.21,74.24,16.8,69.54
6/8/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',903,2082,7.61,17.54,20.57,76.33,18.6,77.39,16.78,69.93
6/9/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2327,1940,19.6,16.34,20.99,78.21,18.93,80.32,17.23,70.28
6/10/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2431,1954,20.48,16.46,21.71,73.04,19.54,79.44,17.66,71.38
6/11/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2619,1961,22.06,16.52,23.15,61.46,20.16,78.24,18.13,72.69
6/12/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2546,2024,21.45,17.05,22.04,63.04,20.86,75.39,18.71,72.99
6/13/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2403,2023,20.24,17.04,21.74,64,21.28,72.15,19.26,72.54
6/14/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3173,2343,26.73,19.74,16.99,84.25,21.49,70.55,19.67,72.04
6/15/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2250,2536,18.96,21.37,16.95,78.33,21.03,71.48,19.66,73.18
6/16/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',4228,2807,35.62,23.65,17.89,75.21,20.51,71.76,19.62,74.69
6/17/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',456,2525,3.84,21.27,18.67,69.58,20.07,71.33,19.6,75.99
6/18/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',398,2208,3.35,18.6,18.42,63.04,19.63,70.84,19.73,75
6/19/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',6877,2826,57.94,23.81,19.71,58.33,18.96,71.06,19.8,73.77
6/20/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',184,2509,1.55,21.14,20.51,61.62,18.62,70.39,19.9,72.23
6/21/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',949,2192,8,18.47,20.97,60.88,18.45,70.05,19.99,70.63
6/22/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1191,2040,10.03,17.19,20.6,55.92,19.02,66.71,20.04,69.67
6/23/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2483,1791,20.92,15.09,19.77,52.17,19.54,63.51,20.06,68.22
6/24/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3047,2161,25.67,18.21,19.17,50.46,19.81,60.22,20.01,66.61
6/25/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',4050,2683,34.12,22.6,20.55,59.79,19.88,57.49,19.89,64.76
6/26/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3852,2251,32.45,18.96,18.49,76.42,20.18,57.02,19.81,63.87
6/27/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1596,2453,13.45,20.67,15.15,87.97,20.01,59.61,19.5,64.87
6/28/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1346,2509,11.34,21.14,14.02,85.69,19.24,63.37,19.04,66.53
6/29/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',907,2469,7.64,20.8,15.73,79.71,18.25,66.92,18.52,67.98
6/30/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2107,2415,17.75,20.35,18.34,68.67,17.55,70.32,18.44,67.67
7/1/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2209,2295,18.61,19.34,19.25,57.79,17.35,72.67,18.53,67.03
7/2/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',5656,2525,47.65,21.27,13.79,68.54,17.36,73.72,18.62,65.87
7/3/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2090,2273,17.61,19.15,13.65,74.17,16.4,74.97,18.3,65.8
7/4/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',688,2143,5.8,18.05,16.13,66.12,15.7,74.65,17.98,66.54
7/5/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2109,2252,17.77,18.97,18.09,73.33,15.84,71.53,17.74,67.06
7/6/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',360,2174,3.03,18.32,20.3,63.67,16.43,69.76,17.58,67.84
7/7/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2271,2198,19.13,18.52,20.54,64.46,17.08,67.47,17.54,68.03
7/8/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2071,2178,17.45,18.35,21.86,43.08,17.39,66.87,17.53,68.6
7/9/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2166,1679,18.25,14.15,19.43,60.88,17.77,64.77,17.67,67.99
7/10/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2692,1765,22.68,14.87,15.43,74.33,18.57,63.67,17.69,68.69
7/11/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1934,1943,16.29,16.37,19.44,68.17,18.83,63.7,17.35,69.66
7/12/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1441,1848,12.14,15.57,20.73,60.75,19.3,63.99,17.41,69.11
7/13/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1207,1969,10.17,16.59,21.27,60.67,19.68,62.19,17.78,67.29
7/14/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',4789,2329,40.35,19.62,17.71,79.17,19.81,61.76,18.27,65.62
7/15/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1524,2250,12.84,18.96,14.6,81.58,19.41,63.86,18.4,65.59
7/16/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1916,2215,16.14,18.66,15.51,78.46,18.37,69.36,18.15,66.45
7/17/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1382,2028,11.64,17.09,17.31,76.42,17.81,71.88,17.9,67.83
7/18/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1470,1961,12.38,16.52,18.78,71.67,18.08,72.17,18.13,68.35
7/19/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',979,1895,8.25,15.97,18.63,68.83,17.99,72.67,18.48,68.18
7/20/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',275,1762,2.32,14.84,18.57,62.29,17.69,73.83,18.64,68.36
7/21/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',1453,1286,12.24,10.83,19.47,59.17,17.3,74.06,18.67,67.63
7/22/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',3318,1542,27.95,12.99,19.83,60.79,17.55,71.2,18.62,67.33
7/23/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2591,1638,21.83,13.8,19.8,57.46,18.3,68.23,18.57,67.08
7/24/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2480,1795,20.89,15.12,19.78,57.79,18.91,65.23,18.43,68.04
7/25/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',2925,2003,24.64,16.87,20.78,50.42,19.27,62.57,18.46,67.84
7/26/2020,Sao Paulo,0,11869660,'https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv',662,1958,5.58,16.5,17.22,75.04,19.55,59.54,18.81,66.24
